Image_ID,Duration,Frame_Type,Condition_Tested,Ground_Truth,VLM_Prediction,VLM_Extracted
20260420_054237_frame_0022,10min,gameplay,location_detectable,1,1,inside a small wooden shelter
20260420_054237_frame_0022,10min,gameplay,action_described,1,1,looking at a dirt block inside the shelter
20260420_054237_frame_0022,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0022,10min,gameplay,player_status_described,1,1,"full health and hunger, no armor"
20260420_054237_frame_0023,10min,menu,location_detectable,0,1,inside a small wooden house
20260420_054237_frame_0023,10min,menu,action_described,1,1,standing inside a wooden structure near a crafting table
20260420_054237_frame_0023,10min,menu,entities_identified,0,1,2 entity/entities detected
20260420_054237_frame_0023,10min,menu,player_status_described,1,1,full health and hunger
20260420_054237_frame_0024,10min,menu,location_detectable,0,1,inside a small wooden shelter
20260420_054237_frame_0024,10min,menu,action_described,1,1,standing inside a wooden structure near a crafting table
20260420_054237_frame_0024,10min,menu,entities_identified,0,1,2 entity/entities detected
20260420_054237_frame_0024,10min,menu,player_status_described,1,1,full health and hunger; holding a damaged wooden pickaxe
20260420_054237_frame_0025,10min,gameplay,location_detectable,1,1,inside a narrow wooden shelter looking out
20260420_054237_frame_0025,10min,gameplay,action_described,1,1,switched to or holding a wooden sword
20260420_054237_frame_0025,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0025,10min,gameplay,player_status_described,1,1,full health and hunger; holding a wooden sword
20260420_054237_frame_0026,10min,gameplay,location_detectable,1,1,inside a dark wooden building
20260420_054237_frame_0026,10min,gameplay,action_described,1,1,looking up at a wooden ceiling
20260420_054237_frame_0026,10min,gameplay,entities_identified,1,0,0 entity/entities detected
20260420_054237_frame_0026,10min,gameplay,player_status_described,1,1,"10 hearts health, 8.5 hunger"
20260420_054237_frame_0027,10min,gameplay,location_detectable,1,1,inside a dark wooden structure
20260420_054237_frame_0027,10min,gameplay,action_described,1,1,selecting acacia planks in the hotbar
20260420_054237_frame_0027,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0027,10min,gameplay,player_status_described,1,1,"10 hearts, 9.5 hunger, no armor"
20260420_054237_frame_0028,10min,menu,location_detectable,0,1,inside a dark wooden structure
20260420_054237_frame_0028,10min,menu,action_described,1,1,breaking a crafting table with a wooden axe
20260420_054237_frame_0028,10min,menu,entities_identified,0,1,1 entity/entities detected
20260420_054237_frame_0028,10min,menu,player_status_described,1,1,full health and hunger
20260420_054237_frame_0029,10min,gameplay,location_detectable,1,1,inside a wooden house looking out at a lake
20260420_054237_frame_0029,10min,gameplay,action_described,1,1,looking out of an open acacia door
20260420_054237_frame_0029,10min,gameplay,entities_identified,1,0,0 entity/entities detected
20260420_054237_frame_0029,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0030,10min,gameplay,location_detectable,1,1,"near a river at night, with a lava fall in the distance"
20260420_054237_frame_0030,10min,gameplay,action_described,1,1,"standing near placed jungle planks, looking at a distant lava fall"
20260420_054237_frame_0030,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0030,10min,gameplay,player_status_described,1,1,"full health and hunger, holding a wooden sword"
20260420_054237_frame_0031,10min,gameplay,location_detectable,1,1,grassy field near water
20260420_054237_frame_0031,10min,gameplay,action_described,1,1,standing in tall grass holding a wooden sword
20260420_054237_frame_0031,10min,gameplay,entities_identified,1,1,1 entity/entities detected
20260420_054237_frame_0031,10min,gameplay,player_status_described,1,1,"full health and hunger, no armor"
20260420_054237_frame_0032,10min,gameplay,location_detectable,1,1,savanna biome
20260420_054237_frame_0032,10min,gameplay,action_described,1,1,looking towards a distant lava fall
20260420_054237_frame_0032,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0032,10min,gameplay,player_status_described,1,1,"full health and hunger, holding a wooden sword"
20260420_054237_frame_0033,10min,gameplay,location_detectable,1,1,grassy field near a hill with a lava flow
20260420_054237_frame_0033,10min,gameplay,action_described,1,1,standing in a field looking at a grass block
20260420_054237_frame_0033,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0033,10min,gameplay,player_status_described,1,1,full health and hunger; holding a wooden sword
20260420_054237_frame_0034,10min,gameplay,location_detectable,1,1,savanna near water
20260420_054237_frame_0034,10min,gameplay,action_described,1,1,exploring the savanna at night
20260420_054237_frame_0034,10min,gameplay,entities_identified,1,1,5 entity/entities detected
20260420_054237_frame_0034,10min,gameplay,player_status_described,1,1,"full health and hunger, holding a wooden sword"
20260420_054237_frame_0035,10min,gameplay,location_detectable,1,1,savanna biome
20260420_054237_frame_0035,10min,gameplay,action_described,1,1,surveying the savanna at night with a wooden sword drawn
20260420_054237_frame_0035,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0035,10min,gameplay,player_status_described,1,1,"full health and hunger, no armor"
20260420_054237_frame_0036,10min,gameplay,location_detectable,1,1,savanna biome
20260420_054237_frame_0036,10min,gameplay,action_described,1,1,exploring the savanna at night with a wooden sword drawn
20260420_054237_frame_0036,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0036,10min,gameplay,player_status_described,1,1,"full health, 9.5 hunger points, no armor"
20260420_054237_frame_0037,10min,gameplay,location_detectable,1,1,savanna biome near water
20260420_054237_frame_0037,10min,gameplay,action_described,1,1,scanning the area with a wooden sword equipped
20260420_054237_frame_0037,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0037,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0038,10min,gameplay,location_detectable,1,1,riverbank
20260420_054237_frame_0038,10min,gameplay,action_described,1,1,observing a zombie across the water
20260420_054237_frame_0038,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0038,10min,gameplay,player_status_described,1,1,"10 hearts, 10 hunger"
20260420_054237_frame_0039,10min,menu,location_detectable,0,1,riverbank at night
20260420_054237_frame_0039,10min,menu,action_described,1,1,unlocked a new recipe for sugar after interacting with sugar cane
20260420_054237_frame_0039,10min,menu,entities_identified,0,1,3 entity/entities detected
20260420_054237_frame_0039,10min,menu,player_status_described,1,1,"full health and hunger, holding a wooden sword"
20260420_054237_frame_0040,10min,gameplay,location_detectable,1,1,riverbank at night
20260420_054237_frame_0040,10min,gameplay,action_described,1,1,standing near a pitcher plant by the water
20260420_054237_frame_0040,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0040,10min,gameplay,player_status_described,1,1,"full health, full hunger, holding a wooden sword"
20260420_054237_frame_0041,10min,gameplay,location_detectable,1,1,savanna
20260420_054237_frame_0041,10min,gameplay,action_described,1,1,looking at tall grass
20260420_054237_frame_0041,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0041,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0042,10min,gameplay,location_detectable,1,1,savanna biome near water
20260420_054237_frame_0042,10min,gameplay,action_described,1,1,walking through the savanna at night
20260420_054237_frame_0042,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0042,10min,gameplay,player_status_described,1,1,full health and hunger; holding a wooden sword
20260420_054237_frame_0043,10min,gameplay,location_detectable,1,1,savanna biome near water
20260420_054237_frame_0043,10min,gameplay,action_described,1,1,targeting a block on the ground while two zombies approach from across the water
20260420_054237_frame_0043,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0043,10min,gameplay,player_status_described,1,1,full health and hunger; holding a wooden sword
20260420_054237_frame_0044,10min,gameplay,location_detectable,1,1,grassy field at night
20260420_054237_frame_0044,10min,gameplay,action_described,1,1,facing a creeper at close range
20260420_054237_frame_0044,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0044,10min,gameplay,player_status_described,1,1,"10 hearts health, 10 hunger, holding a wooden sword"
20260420_054237_frame_0045,10min,gameplay,location_detectable,1,1,grassy riverbank
20260420_054237_frame_0045,10min,gameplay,action_described,1,1,standing near a body of water looking at a small island
20260420_054237_frame_0045,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0045,10min,gameplay,player_status_described,1,1,"4.5 hearts health, 8.5 hunger, holding a wooden sword"
20260420_054237_frame_0046,10min,gameplay,location_detectable,1,1,outside a wooden building
20260420_054237_frame_0046,10min,gameplay,action_described,1,1,facing a wooden door
20260420_054237_frame_0046,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0046,10min,gameplay,player_status_described,1,1,"4.5 hearts health, 7.5 hunger"
20260420_054237_frame_0047,10min,gameplay,location_detectable,1,1,inside a dark wooden house
20260420_054237_frame_0047,10min,gameplay,action_described,1,1,standing inside a dark room near a door
20260420_054237_frame_0047,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0047,10min,gameplay,player_status_described,1,1,"5 hearts health, 8.5 hunger, holding a wooden sword"
20260420_054237_frame_0048,10min,gameplay,location_detectable,1,1,inside a wooden hut
20260420_054237_frame_0048,10min,gameplay,action_described,1,1,standing inside a dark wooden structure looking at the door
20260420_054237_frame_0048,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0048,10min,gameplay,player_status_described,1,1,"6.5 hearts health, 8.5 hunger, holding a wooden sword"
20260420_054237_frame_0049,10min,gameplay,location_detectable,1,1,inside a dark shelter looking out at a river
20260420_054237_frame_0049,10min,gameplay,action_described,1,1,standing in a doorway looking out at the water
20260420_054237_frame_0049,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0049,10min,gameplay,player_status_described,1,1,"5.5 hearts health, 8.5 hunger, holding a wooden sword"
20260420_054237_frame_0050,10min,gameplay,location_detectable,1,1,inside a wooden building looking out at a lake
20260420_054237_frame_0050,10min,gameplay,action_described,1,1,looking out through an open doorway
20260420_054237_frame_0050,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0050,10min,gameplay,player_status_described,1,1,"5 hearts health, 8.5 hunger, holding a wooden sword"
20260420_054237_frame_0051,10min,gameplay,location_detectable,1,1,inside a wooden building
20260420_054237_frame_0051,10min,gameplay,action_described,1,1,looking at a wooden wall inside a shelter while a drowned is outside
20260420_054237_frame_0051,10min,gameplay,entities_identified,1,1,1 entity/entities detected
20260420_054237_frame_0051,10min,gameplay,player_status_described,1,1,"5.5 hearts health, 8.5 hunger, holding a wooden sword"
20260420_054237_frame_0052,10min,gameplay,location_detectable,1,1,inside a dark structure
20260420_054237_frame_0052,10min,gameplay,action_described,1,1,looking through a gap at a drowned
20260420_054237_frame_0052,10min,gameplay,entities_identified,1,1,1 entity/entities detected
20260420_054237_frame_0052,10min,gameplay,player_status_described,1,1,"5.5 hearts, full hunger"
20260420_054237_frame_0053,10min,gameplay,location_detectable,1,1,inside a dark wooden shelter
20260420_054237_frame_0053,10min,gameplay,action_described,1,1,standing inside a dark room looking out an open door at a drowned
20260420_054237_frame_0053,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0053,10min,gameplay,player_status_described,1,1,"5.5 hearts health, 9.5 hunger, holding a damaged wooden sword"
20260420_054237_frame_0054,10min,gameplay,location_detectable,1,1,inside a wooden house looking out at a lake
20260420_054237_frame_0054,10min,gameplay,action_described,1,1,standing at an open doorway looking outside
20260420_054237_frame_0054,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0054,10min,gameplay,player_status_described,1,1,"5 hearts health, 7.5 hunger, holding a damaged wooden sword"
20260420_054237_frame_0055,10min,gameplay,location_detectable,1,1,inside a dark wooden building
20260420_054237_frame_0055,10min,gameplay,action_described,1,1,standing inside a structure looking towards a door
20260420_054237_frame_0055,10min,gameplay,entities_identified,1,1,1 entity/entities detected
20260420_054237_frame_0055,10min,gameplay,player_status_described,1,1,"5 hearts health, 8.5 hunger, holding a damaged wooden sword"
20260420_054237_frame_0056,10min,gameplay,location_detectable,1,1,inside a wooden hut
20260420_054237_frame_0056,10min,gameplay,action_described,1,1,looking at a wooden door from inside a dark room
20260420_054237_frame_0056,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0056,10min,gameplay,player_status_described,1,1,"5 hearts health, 8.5 hunger, holding a wooden sword"
20260420_054237_frame_0057,10min,gameplay,location_detectable,1,1,inside a wooden house
20260420_054237_frame_0057,10min,gameplay,action_described,1,1,looking out the door of a wooden building
20260420_054237_frame_0057,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0057,10min,gameplay,player_status_described,1,1,"5 hearts health, 8.5 hunger, holding a wooden sword"
20260420_054237_frame_0058,10min,gameplay,location_detectable,1,1,riverbank in a savanna biome
20260420_054237_frame_0058,10min,gameplay,action_described,1,1,confronting a zombie at very close range
20260420_054237_frame_0058,10min,gameplay,entities_identified,1,1,1 entity/entities detected
20260420_054237_frame_0058,10min,gameplay,player_status_described,1,1,"3.5 hearts health, full hunger"
20260420_054237_frame_0059,10min,gameplay,location_detectable,1,1,inside a wooden hut
20260420_054237_frame_0059,10min,gameplay,action_described,1,1,standing inside a wooden building looking out the door
20260420_054237_frame_0059,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0059,10min,gameplay,player_status_described,1,1,"1 heart health, full hunger, holding a damaged wooden sword"
20260420_054237_frame_0060,10min,menu,location_detectable,0,1,dark cave or underground area
20260420_054237_frame_0060,10min,menu,action_described,1,1,browsing inventory and hovering over a crafting table
20260420_054237_frame_0060,10min,menu,entities_identified,0,1,1 entity/entities detected
20260420_054237_frame_0060,10min,menu,player_status_described,1,1,"full health, nearly full hunger, no armor equipped"
20260420_054237_frame_0061,10min,menu,location_detectable,0,1,inside a dark wooden structure
20260420_054237_frame_0061,10min,menu,action_described,1,1,holding a crafting table and looking at the floor
20260420_054237_frame_0061,10min,menu,entities_identified,0,1,4 entity/entities detected
20260420_054237_frame_0061,10min,menu,player_status_described,1,1,"1 heart health, 8.5 hunger, no armor"
20260420_054237_frame_0062,10min,menu,location_detectable,0,1,dark interior
20260420_054237_frame_0062,10min,menu,action_described,1,1,browsing crafting recipes
20260420_054237_frame_0062,10min,menu,entities_identified,0,1,2 entity/entities detected
20260420_054237_frame_0062,10min,menu,player_status_described,1,1,"health: 9 hearts, hunger: 9.5 units"
20260420_054237_frame_0063,10min,menu,location_detectable,0,1,inside a dark wooden structure
20260420_054237_frame_0063,10min,menu,action_described,1,1,holding sugar while looking at a crafting table
20260420_054237_frame_0063,10min,menu,entities_identified,0,1,4 entity/entities detected
20260420_054237_frame_0063,10min,menu,player_status_described,1,1,"1 heart health, full hunger"
20260420_054237_frame_0064,10min,menu,location_detectable,0,1,"dark area, possibly a cave"
20260420_054237_frame_0064,10min,menu,action_described,1,1,"viewing inventory and crafting menu, hovering over an Acacia Sapling"
20260420_054237_frame_0064,10min,menu,entities_identified,0,1,7 entity/entities detected
20260420_054237_frame_0064,10min,menu,player_status_described,1,1,full health and hunger
20260420_054237_frame_0065,10min,menu,location_detectable,0,1,"dark area, possibly a cave"
20260420_054237_frame_0065,10min,menu,action_described,1,1,accessing the crafting table and inventory
20260420_054237_frame_0065,10min,menu,entities_identified,0,1,2 entity/entities detected
20260420_054237_frame_0065,10min,menu,player_status_described,1,1,full health and hunger
20260420_054237_frame_0066,10min,menu,location_detectable,0,1,dark cave
20260420_054237_frame_0066,10min,menu,action_described,1,1,browsing the crafting recipe book
20260420_054237_frame_0066,10min,menu,entities_identified,0,1,6 entity/entities detected
20260420_054237_frame_0066,10min,menu,player_status_described,1,1,full health and hunger
20260420_054237_frame_0067,10min,menu,location_detectable,0,1,dark wooden interior
20260420_054237_frame_0067,10min,menu,action_described,1,1,unlocked a new recipe
20260420_054237_frame_0067,10min,menu,entities_identified,0,1,2 entity/entities detected
20260420_054237_frame_0067,10min,menu,player_status_described,1,1,"1 heart health, full hunger"
20260420_054237_frame_0068,10min,gameplay,location_detectable,1,1,dark pit or interior
20260420_054237_frame_0068,10min,gameplay,action_described,1,1,mining a stone block with a wooden pickaxe
20260420_054237_frame_0068,10min,gameplay,entities_identified,1,0,0 entity/entities detected
20260420_054237_frame_0068,10min,gameplay,player_status_described,1,1,"1 heart health, 8.5 hunger"
20260420_054237_frame_0069,10min,menu,location_detectable,0,1,"dark area, possibly a cave"
20260420_054237_frame_0069,10min,menu,action_described,1,1,accessing inventory and recipe book
20260420_054237_frame_0069,10min,menu,entities_identified,0,1,1 entity/entities detected
20260420_054237_frame_0069,10min,menu,player_status_described,1,1,"full health and hunger, no armor"
20260420_054237_frame_0070,10min,gameplay,location_detectable,1,1,inside a dark wooden structure
20260420_054237_frame_0070,10min,gameplay,action_described,1,1,looking down at a dark floor block
20260420_054237_frame_0070,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0070,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0071,10min,menu,location_detectable,0,1,dark interior
20260420_054237_frame_0071,10min,menu,action_described,1,1,opening the furnace menu
20260420_054237_frame_0071,10min,menu,entities_identified,0,1,2 entity/entities detected
20260420_054237_frame_0071,10min,menu,player_status_described,1,1,"10 hearts, 8.5 hunger"
20260420_054237_frame_0072,10min,gameplay,location_detectable,1,1,dark interior
20260420_054237_frame_0072,10min,gameplay,action_described,1,1,interacting with a furnace
20260420_054237_frame_0072,10min,gameplay,entities_identified,1,1,1 entity/entities detected
20260420_054237_frame_0072,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0073,10min,gameplay,location_detectable,1,1,dark interior
20260420_054237_frame_0073,10min,gameplay,action_described,1,1,placing an oak log into the fuel slot of a furnace
20260420_054237_frame_0073,10min,gameplay,entities_identified,1,1,7 entity/entities detected
20260420_054237_frame_0073,10min,gameplay,player_status_described,1,1,"10 hearts health, 8.5 hunger"
20260420_054237_frame_0074,10min,gameplay,location_detectable,1,1,inside a dark structure or cave
20260420_054237_frame_0074,10min,gameplay,action_described,1,1,"interacting with a furnace, placing an acacia sapling in the input slot and an o"
20260420_054237_frame_0074,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0074,10min,gameplay,player_status_described,1,1,"full health, 8.5 hunger"
20260420_054237_frame_0075,10min,gameplay,location_detectable,1,1,dark interior
20260420_054237_frame_0075,10min,gameplay,action_described,1,1,managing items in a furnace
20260420_054237_frame_0075,10min,gameplay,entities_identified,1,1,9 entity/entities detected
20260420_054237_frame_0075,10min,gameplay,player_status_described,1,1,"10 hearts health, 9.5 hunger"
20260420_054237_frame_0076,10min,gameplay,location_detectable,1,1,inside a wooden structure
20260420_054237_frame_0076,10min,gameplay,action_described,1,1,interacting with a furnace
20260420_054237_frame_0076,10min,gameplay,entities_identified,1,1,8 entity/entities detected
20260420_054237_frame_0076,10min,gameplay,player_status_described,1,1,"full health and hunger, no armor"
20260420_054237_frame_0077,10min,gameplay,location_detectable,1,1,inside a wooden building
20260420_054237_frame_0077,10min,gameplay,action_described,1,1,accessing a furnace interface
20260420_054237_frame_0077,10min,gameplay,entities_identified,1,1,1 entity/entities detected
20260420_054237_frame_0077,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0078,10min,gameplay,location_detectable,1,1,inside a wooden house
20260420_054237_frame_0078,10min,gameplay,action_described,1,1,smelting wood into charcoal using a furnace
20260420_054237_frame_0078,10min,gameplay,entities_identified,1,1,15 entity/entities detected
20260420_054237_frame_0078,10min,gameplay,player_status_described,1,1,"10 hearts, 10 hunger"
20260420_054237_frame_0079,10min,gameplay,location_detectable,1,1,dark interior or cave
20260420_054237_frame_0079,10min,gameplay,action_described,1,1,smelting charcoal in a furnace
20260420_054237_frame_0079,10min,gameplay,entities_identified,1,1,17 entity/entities detected
20260420_054237_frame_0079,10min,gameplay,player_status_described,1,1,"9.5 hearts health, 9.5 drumsticks hunger"
20260420_054237_frame_0080,10min,menu,location_detectable,0,1,inside a small wooden shelter
20260420_054237_frame_0080,10min,menu,action_described,1,1,looking at a crafting table while holding coal
20260420_054237_frame_0080,10min,menu,entities_identified,0,1,2 entity/entities detected
20260420_054237_frame_0080,10min,menu,player_status_described,1,1,"critical health (1 heart), 8.5 hunger"
20260420_054237_frame_0081,10min,menu,location_detectable,0,1,dark interior or cave
20260420_054237_frame_0081,10min,menu,action_described,1,1,browsing the recipe book in the crafting menu
20260420_054237_frame_0081,10min,menu,entities_identified,0,1,2 entity/entities detected
20260420_054237_frame_0081,10min,menu,player_status_described,1,1,"full health, near-full hunger"
20260420_054237_frame_0082,10min,menu,location_detectable,0,1,inside a dark wooden shelter
20260420_054237_frame_0082,10min,menu,action_described,1,1,looking at a crafting table with a torch selected
20260420_054237_frame_0082,10min,menu,entities_identified,0,1,1 entity/entities detected
20260420_054237_frame_0082,10min,menu,player_status_described,1,1,"1 heart health, full hunger"
20260420_054237_frame_0083,10min,gameplay,location_detectable,1,1,inside a wooden building looking out a door
20260420_054237_frame_0083,10min,gameplay,action_described,1,1,standing inside looking through an acacia door
20260420_054237_frame_0083,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0083,10min,gameplay,player_status_described,1,1,"1 heart health, 8.5 hunger, holding a torch"
20260420_054237_frame_0084,10min,gameplay,location_detectable,1,1,savanna biome
20260420_054237_frame_0084,10min,gameplay,action_described,1,1,"a player named Hassancoul was just killed by a Drowned, as shown in the chat"
20260420_054237_frame_0084,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0084,10min,gameplay,player_status_described,1,1,"full health and hunger, no armor"
20260420_054237_frame_0085,10min,gameplay,location_detectable,1,1,savanna biome near a river
20260420_054237_frame_0085,10min,gameplay,action_described,1,1,a death message appeared: Hassancoul was slain by Drowned
20260420_054237_frame_0085,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0085,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0086,10min,gameplay,location_detectable,1,1,savanna biome
20260420_054237_frame_0086,10min,gameplay,action_described,1,1,exploring the savanna at night
20260420_054237_frame_0086,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0086,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0087,10min,gameplay,location_detectable,1,1,grassy field at night near a mountain
20260420_054237_frame_0087,10min,gameplay,action_described,1,1,looking at a grass block
20260420_054237_frame_0087,10min,gameplay,entities_identified,1,1,6 entity/entities detected
20260420_054237_frame_0087,10min,gameplay,player_status_described,1,1,"full health and hunger, no armor"
20260420_054237_frame_0088,10min,gameplay,location_detectable,1,1,riverbank near mountains
20260420_054237_frame_0088,10min,gameplay,action_described,1,1,standing near a river at night
20260420_054237_frame_0088,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0088,10min,gameplay,player_status_described,1,1,"full health and hunger, no armor"
20260420_054237_frame_0089,10min,gameplay,location_detectable,1,1,savanna biome near a river
20260420_054237_frame_0089,10min,gameplay,action_described,1,1,observing the surroundings near a body of water
20260420_054237_frame_0089,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0089,10min,gameplay,player_status_described,1,1,"7.5 hearts health, full hunger bar"
20260420_054237_frame_0090,10min,gameplay,location_detectable,1,1,outside a wooden building near water at night
20260420_054237_frame_0090,10min,gameplay,action_described,1,1,looking at a patch of tall grass
20260420_054237_frame_0090,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0090,10min,gameplay,player_status_described,1,1,"6.5 hearts health, full hunger, no armor"
20260420_054237_frame_0091,10min,gameplay,location_detectable,1,1,savanna biome near water
20260420_054237_frame_0091,10min,gameplay,action_described,1,1,"standing in tall grass at night, looking around"
20260420_054237_frame_0091,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0091,10min,gameplay,player_status_described,1,1,"7 hearts health, 8.5 hunger, holding a bow"
20260420_054237_frame_0092,10min,gameplay,location_detectable,1,1,savanna biome
20260420_054237_frame_0092,10min,gameplay,action_described,1,1,exploring the savanna at night with a wooden pickaxe
20260420_054237_frame_0092,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0092,10min,gameplay,player_status_described,1,1,"7.5 hearts health, 9.5 hunger, no armor"
20260420_054237_frame_0093,10min,gameplay,location_detectable,1,1,grassy riverbank at night
20260420_054237_frame_0093,10min,gameplay,action_described,1,1,"breaking tall grass or a block, creating black particles"
20260420_054237_frame_0093,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0093,10min,gameplay,player_status_described,1,1,"7 hearts health, full hunger, holding a wooden pickaxe"
20260420_054237_frame_0094,10min,gameplay,location_detectable,1,1,savanna biome
20260420_054237_frame_0094,10min,gameplay,action_described,1,1,standing still and looking at a grass block
20260420_054237_frame_0094,10min,gameplay,entities_identified,1,0,0 entity/entities detected
20260420_054237_frame_0094,10min,gameplay,player_status_described,1,1,"6.5 hearts, 8.5 hunger, holding a wooden pickaxe"
20260420_054237_frame_0095,10min,gameplay,location_detectable,1,1,grassy field near water
20260420_054237_frame_0095,10min,gameplay,action_described,1,1,targeting a block of tall grass
20260420_054237_frame_0095,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0095,10min,gameplay,player_status_described,1,1,"6.5 hearts health, 7.5 hunger, holding a wooden axe"
20260420_054237_frame_0096,10min,gameplay,location_detectable,1,1,riverbank in a savanna at night
20260420_054237_frame_0096,10min,gameplay,action_described,1,1,standing near a riverbank under a tree canopy
20260420_054237_frame_0096,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0096,10min,gameplay,player_status_described,1,1,"7.5 hearts health, 8.5 hunger, no armor"
20260420_054237_frame_0097,10min,gameplay,location_detectable,1,1,savanna biome near water
20260420_054237_frame_0097,10min,gameplay,action_described,1,1,exploring the savanna at night
20260420_054237_frame_0097,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0097,10min,gameplay,player_status_described,1,1,"7 hearts, 6.5 hunger, holding a damaged wooden pickaxe"
20260420_054237_frame_0098,10min,gameplay,location_detectable,1,1,savanna at night near water
20260420_054237_frame_0098,10min,gameplay,action_described,1,1,exploring near a wooden structure at night
20260420_054237_frame_0098,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0098,10min,gameplay,player_status_described,1,1,"7 hearts, 7.5 hunger, no armor, holding a damaged wooden pickaxe"
20260420_054237_frame_0099,10min,gameplay,location_detectable,1,1,inside a wooden structure
20260420_054237_frame_0099,10min,gameplay,action_described,1,1,standing near a glass window
20260420_054237_frame_0099,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0099,10min,gameplay,player_status_described,1,1,"6.5 hearts, 7.5 hunger, no armor"
20260420_054237_frame_0100,10min,gameplay,location_detectable,1,1,inside a wooden hut
20260420_054237_frame_0100,10min,gameplay,action_described,1,1,standing inside a wooden structure looking at a door
20260420_054237_frame_0100,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0100,10min,gameplay,player_status_described,1,1,"7.5 hearts health, 8.5 hunger, no armor"
20260420_054237_frame_0101,10min,gameplay,location_detectable,1,1,inside a wooden building looking out
20260420_054237_frame_0101,10min,gameplay,action_described,1,1,looking through an acacia door
20260420_054237_frame_0101,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0101,10min,gameplay,player_status_described,1,1,"7.5 hearts, 7.5 hunger"
20260420_054237_frame_0102,10min,menu,location_detectable,0,1,inside a small wooden house
20260420_054237_frame_0102,10min,menu,action_described,1,1,standing inside a wooden structure near a crafting table
20260420_054237_frame_0102,10min,menu,entities_identified,0,1,2 entity/entities detected
